"Animal","Year","Population_size_1000s","Red_in_perc","Ym_org_in_perc","Ym_upd_in_perc","DE_org_in_perc","DE_upd_in_perc","GE_org_in_MJ_per_head_per_day","GE_upd_in_MJ_per_head_per_day","Ch4_emission_org_in_kt_CRT","Ch4_emission_org_in_kt","Ch4_emission_upd_in_kt_Ym","CH4_Ym_in_kt_diff","CH4_emis_upd_in_kt_Ym_DE","CH4_Ym_De_in_kt_diff","CH4_Ym_and_Ym_DE_in_kt_diff"
"Cattle",2015,94961.506629302,10,6.0841453442135,5.47573080979215,66.1728185349661,66.7812330693875,173.616054682153,171.392256204673,6391.01168972081,6580.6924316468,5922.62318848212,658.069243164679,5846.76038728294,733.932044363858,75.8628011991786
"Dairy cattle",2015,18812.1359575811,10,6.09858096323359,5.48872286691023,65.1849839045439,65.7948420008673,246.490649841053,243.252799843384,1679.05310985985,1854.79129137876,1669.31216224088,185.479129137876,1647.38442427554,207.406867103216,21.9277379653397
"Non-dairy cattle",2015,76149.3706717209,10,6.08057913184375,5.47252121865938,66.4168557372067,67.0249136503911,155.612927671518,153.639643084008,4711.95857986096,4725.90114026804,4253.31102624124,472.590114026804,4199.3759630074,526.525177260643,53.9350632338383
"Cattle",2016,98180.0073519939,10,6.08278774349092,5.47450896914183,66.185627293802,66.7939060681511,173.542583063845,171.321103010652,6604.01263134302,6798.61984467138,6118.75786020424,679.861984467138,6040.43208990164,758.187754769738,78.3257703026002
"Dairy cattle",2016,18856.9768601127,10,6.09106362915002,5.48195726623502,65.1815322425204,65.7906386054354,249.260863208128,245.990300277443,1699.50198098195,1877.78988312458,1690.01089481212,187.778988312457,1667.83618630037,209.953696824204,22.1747085117468
"Non-dairy cattle",2016,79323.0304918812,10,6.08082036802124,5.47273833121912,66.4243246434867,67.0324066802888,155.54254136455,153.570453340665,4904.51065036107,4920.8299615468,4428.74696539212,492.08299615468,4372.59590360127,548.234057945533,56.1510617908534
"Cattle",2017,100308.508229505,10,6.06965213438088,5.4626869209428,66.274151413189,66.8811166266271,173.834815180511,171.618437822131,6748.2358232211,6944.04175706783,6249.63758136105,694.404175706783,6169.95278760604,774.088969461785,79.6847937550028
"Dairy cattle",2017,18923.0662188034,10,6.0894664017275,5.48051976155475,65.1852518555902,65.7941984957629,250.995338437931,247.703194591266,1715.43197955844,1896.9858841976,1707.28729577784,189.69858841976,1684.89391030597,212.091973891634,22.3933854718737
"Non-dairy cattle",2017,81385.4420107013,10,6.06504508570223,5.45854057713201,66.5273332836193,67.1338377921895,155.894091938071,153.927842858052,5032.80384366266,5047.05587287023,4542.35028558321,504.705587287022,4485.05887730008,561.996995570152,57.2914082831294
"Cattle",2018,100727.429337528,10,6.06186090984745,5.45567481886271,66.3244930381898,66.9306791291745,174.163891565165,171.948298314887,6778.82987190121,6977.99587174338,6280.19628456904,697.79958717434,6200.30050675078,777.695364992607,79.8957778182676
